# Produced by delphy version 0.99 (build 2020, commit 8e1dda4)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-init-heuristic <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs/ebola_delphy.log <DASH-DASH>v0-log-every 200000 <DASH-DASH>v0-out-trees-file delphy_outputs/ebola_delphy.trees <DASH-DASH>v0-tree-every 1000000 <DASH-DASH>v0-out-beast-xml beast2_run/ebola.xml
Sample	posterior_for_Delphy	likelihood_really_logG	prior	treeLikelihood_really_logG	TreeHeight	clockRate	kappa	CoalescentExponential	ePopSize	growthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
554400000	-22774.1	-26684.3	3910.18	-26684.3	0.301427	0.00226764	13.0088	150.86	0.0645497	2.30011	0.315832	0.212909	0.197108	0.27415
554600000	-22787	-26685	3897.94	-26685	0.28311	0.00227474	12.0725	138.62	0.0692099	4.82307	0.321557	0.214197	0.193183	0.271063
554800000	-22760	-26675.5	3915.46	-26675.5	0.281007	0.00316308	12.2634	156.017	0.0629106	2.98746	0.318789	0.212135	0.199728	0.269347
555000000	-22784.4	-26680.7	3896.32	-26680.7	0.263001	0.00249202	12.1272	137.659	0.105394	11.8669	0.320197	0.214573	0.195691	0.26954
555200000	-22764.2	-26677.1	3912.85	-26677.1	0.273449	0.00286443	12.9029	153.46	0.0629553	1.55917	0.32135	0.212237	0.197541	0.268871
555400000	-22795	-26693.1	3898.06	-26693.1	0.336981	0.00193945	7.74368	137.849	0.0702933	-1.75819	0.314148	0.215206	0.202931	0.267714
555600000	-22752.6	-26678.8	3926.17	-26678.8	0.288284	0.00228834	6.50574	165.361	0.0511723	-1.8391	0.318623	0.213923	0.199737	0.267716
555800000	-22793.3	-26687.2	3893.92	-26687.2	0.275296	0.00251315	6.14979	133.883	0.0993382	7.59608	0.3191	0.208095	0.199563	0.273243
556000000	-22766.5	-26681.8	3915.3	-26681.8	0.298062	0.00363201	6.94137	154.933	0.0611723	6.66622	0.317808	0.213697	0.198722	0.269773
556200000	-22797.3	-26687.9	3890.68	-26687.9	0.282314	0.0021982	11.2612	131.161	0.071272	2.02434	0.322106	0.211843	0.198813	0.267238
556400000	-22788.9	-26682.9	3894.07	-26682.9	0.264558	0.00271485	8.6921	134.806	0.113989	9.9329	0.321944	0.217435	0.194573	0.266048
556600000	-22795.5	-26685.9	3890.32	-26685.9	0.273381	0.00206964	7.36878	130.422	0.0885674	6.86226	0.316654	0.21091	0.200411	0.272025
556800000	-22814.3	-26695.4	3881.15	-26695.4	0.295744	0.00290334	8.75916	121.807	0.127293	3.66326	0.324088	0.213251	0.199787	0.262875
557000000	-22839.6	-26702.5	3862.85	-26702.5	0.330337	0.00186524	12.7586	103.98	0.1055	2.35694	0.320317	0.219364	0.198539	0.261781
557200000	-22753.3	-26679	3925.74	-26679	0.285332	0.00222296	9.3291	165.76	0.0586692	4.40979	0.320113	0.212382	0.201181	0.266323
557400000	-22797.5	-26691.6	3894.08	-26691.6	0.302614	0.00192611	15.9618	135.208	0.0688008	1.14207	0.317382	0.207433	0.206023	0.269162
557600000	-22800.1	-26688	3887.88	-26688	0.292192	0.00249363	11.4298	128.385	0.0648186	4.59967	0.318699	0.207618	0.199304	0.274378
557800000	-22793.3	-26691.5	3898.19	-26691.5	0.288031	0.00285085	12.6375	138.868	0.0716468	-0.841599	0.318304	0.222269	0.193764	0.265663
558000000	-22855.2	-26707	3851.85	-26707	0.363825	0.00202468	6.06739	91.8348	0.132387	-0.208032	0.320064	0.212473	0.198416	0.269047
558200000	-22801.9	-26688.2	3886.37	-26688.2	0.293147	0.00226447	8.6415	126.481	0.0811034	1.38466	0.32049	0.212852	0.199788	0.26687
558400000	-22775.4	-26678.9	3903.45	-26678.9	0.280642	0.00274334	8.76915	143.588	0.0657372	7.97189	0.317751	0.215752	0.199495	0.267002
558600000	-22772.6	-26679	3906.4	-26679	0.284733	0.00277045	7.1093	146.356	0.0817843	6.3634	0.318088	0.212687	0.198163	0.271061
558800000	-22816.4	-26691.6	3875.18	-26691.6	0.290814	0.00199142	9.69484	115.684	0.0957864	2.18767	0.320954	0.213826	0.196428	0.268792
559000000	-22817.6	-26691.7	3874.12	-26691.7	0.286989	0.00237602	8.90137	115.044	0.139962	8.09775	0.320362	0.214297	0.199374	0.265967
559200000	-22792	-26687.5	3895.51	-26687.5	0.308534	0.00266873	6.01586	135.29	0.0929948	5.19971	0.315511	0.212361	0.20009	0.272038
559400000	-22784.8	-26684.7	3899.86	-26684.7	0.295345	0.00265319	5.67173	139.588	0.0925523	6.39657	0.316767	0.21629	0.198814	0.268129
559600000	-22823.7	-26706.8	3883.1	-26706.8	0.26768	0.00190525	11.8476	124.269	0.114161	5.60076	0.317386	0.214857	0.204778	0.262979
559800000	-22792.3	-26684.8	3892.54	-26684.8	0.260957	0.0022226	6.40109	132.925	0.125194	11.7975	0.321516	0.217387	0.192707	0.26839
560000000	-22784.5	-26695	3910.54	-26695	0.289546	0.00204117	9.83928	150.809	0.070199	3.65539	0.32383	0.213173	0.1991	0.263897
560200000	-22794.2	-26687.5	3893.25	-26687.5	0.297215	0.00259994	9.87952	134.018	0.101597	7.35366	0.322997	0.212915	0.194693	0.269395
560400000	-22782.4	-26682.2	3899.79	-26682.2	0.27666	0.00280859	17.1897	141.598	0.0954919	7.29221	0.31728	0.214303	0.196476	0.27194
560600000	-22783.9	-26682.9	3898.97	-26682.9	0.257697	0.00283223	16.7606	141.243	0.122028	15.5961	0.321862	0.210793	0.196778	0.270567
560800000	-22812.3	-26689.7	3877.36	-26689.7	0.283211	0.0017123	6.92904	117.61	0.106677	8.54163	0.318238	0.216201	0.200551	0.265011
561000000	-22798.1	-26686.8	3888.69	-26686.8	0.269488	0.00216979	8.21663	129.328	0.115227	9.43611	0.32609	0.215636	0.193051	0.265223
561200000	-22819.9	-26694.1	3874.3	-26694.1	0.296575	0.00207953	5.56908	114.064	0.0994224	6.24791	0.31541	0.211372	0.196045	0.277173
561400000	-22834.4	-26698.4	3864.01	-26698.4	0.313382	0.00195091	6.58502	104.189	0.129392	2.99335	0.315683	0.217882	0.19964	0.266795
561600000	-22800.5	-26686.3	3885.87	-26686.3	0.286536	0.00207329	7.30065	126.315	0.125586	6.93656	0.316174	0.219727	0.199335	0.264764
561800000	-22841.8	-26717	3875.19	-26717	0.277043	0.00232705	12.4932	116.582	0.129061	5.34963	0.317682	0.213828	0.19486	0.27363
562000000	-22859	-26716.9	3857.97	-26716.9	0.353658	0.00188975	10.5909	98.9867	0.129371	3.59712	0.316963	0.213463	0.199779	0.269795
562200000	-22832.3	-26695.4	3863.16	-26695.4	0.276266	0.00220664	7.96009	103.819	0.132396	7.53154	0.320404	0.215971	0.198578	0.265047
562400000	-22781.5	-26687	3905.52	-26687	0.285891	0.00273036	6.86599	145.154	0.0684103	3.90112	0.314811	0.208915	0.201104	0.27517
562600000	-22743.5	-26675.8	3932.32	-26675.8	0.277762	0.00356889	7.90101	171.843	0.0479173	4.30935	0.318974	0.216043	0.201986	0.262997
562800000	-22788.9	-26692.8	3903.94	-26692.8	0.272191	0.00248963	6.33785	143.57	0.0715368	6.30202	0.322168	0.212924	0.199656	0.265252
563000000	-22778.1	-26683.8	3905.69	-26683.8	0.278117	0.00229501	12.2849	146.495	0.075149	5.19612	0.322438	0.210879	0.193274	0.273409
563200000	-22789.8	-26685.3	3895.46	-26685.3	0.292747	0.00235552	7.08163	134.828	0.0506999	-3.24838	0.319723	0.213079	0.199599	0.2676
563400000	-22773.3	-26684.4	3911.11	-26684.4	0.304041	0.00250962	9.93681	151.145	0.0593419	1.10896	0.318494	0.217316	0.200572	0.263619
563600000	-22744.8	-26672.8	3928.04	-26672.8	0.267197	0.0026998	9.53146	168.143	0.0548324	7.9776	0.316646	0.215756	0.195698	0.271901
563800000	-22768.7	-26679.6	3910.9	-26679.6	0.288332	0.00258984	13.7414	151.784	0.0682327	3.74885	0.324204	0.211526	0.195526	0.268744
564000000	-22819.3	-26695.1	3875.87	-26695.1	0.338142	0.00205853	13.7529	117.214	0.112311	2.23898	0.316098	0.212249	0.202947	0.268706
564200000	-22777.2	-26687.9	3910.69	-26687.9	0.300978	0.00242704	8.99546	150.321	0.0473759	-1.22556	0.312972	0.210378	0.200102	0.276548
564400000	-22819.4	-26697.2	3877.74	-26697.2	0.318134	0.00174577	7.96862	117.843	0.0969215	0.0990926	0.32302	0.214812	0.197272	0.264897
564600000	-22798.7	-26689	3890.27	-26689	0.29097	0.00210367	11.6461	131.276	0.0993702	5.89176	0.314393	0.214724	0.201511	0.269372
564800000	-22766.8	-26681.5	3914.78	-26681.5	0.290063	0.00226872	5.77716	153.761	0.0517334	-0.606142	0.320574	0.210931	0.195012	0.273483
565000000	-22830.2	-26698.7	3868.56	-26698.7	0.289993	0.00231867	5.42232	108.344	0.10522	6.3083	0.321028	0.216226	0.196712	0.266033
565200000	-22800.1	-26687.3	3887.18	-26687.3	0.279359	0.00205735	6.02887	127.105	0.102569	6.47669	0.321058	0.213396	0.194528	0.271018
565400000	-22763.5	-26678.1	3914.65	-26678.1	0.275133	0.00254194	7.12409	154.34	0.0648984	5.32511	0.323319	0.210757	0.196539	0.269385
565600000	-22810.3	-26690	3879.67	-26690	0.265177	0.00224182	6.02917	120.053	0.134137	12.2423	0.31316	0.21606	0.197562	0.273218
565800000	-22791.7	-26690.4	3898.67	-26690.4	0.316958	0.00203113	10.1465	138.797	0.0613681	-1.60743	0.321288	0.216366	0.197997	0.264349
566000000	-22826.8	-26692.4	3865.62	-26692.4	0.265036	0.00182595	9.71132	106.8	0.160951	6.75776	0.320083	0.213664	0.19351	0.272743
566200000	-22776.6	-26681.6	3905.04	-26681.6	0.288729	0.00217915	11.8501	145.679	0.073756	2.60999	0.319069	0.21495	0.19912	0.266861
566400000	-22808.1	-26686.2	3878.06	-26686.2	0.270539	0.00225685	11.2224	118.925	0.102061	2.88514	0.323026	0.212134	0.198024	0.266816
566600000	-22804.2	-26688.8	3884.61	-26688.8	0.290056	0.00186038	10.3469	125.516	0.111336	6.10982	0.316154	0.216155	0.198973	0.268717
566800000	-22786.9	-26685.5	3898.61	-26685.5	0.320026	0.00243185	10.7991	139.155	0.0764905	4.13275	0.319782	0.216303	0.196437	0.267478
567000000	-22757.1	-26677.3	3920.23	-26677.3	0.272465	0.00322229	6.81509	160.022	0.0705654	7.95317	0.316674	0.210718	0.203611	0.268996
567200000	-22812.2	-26691.1	3878.95	-26691.1	0.33259	0.00222932	6.83371	118.668	0.0776064	2.74165	0.320992	0.213001	0.195867	0.270141
567400000	-22803.4	-26687.1	3883.77	-26687.1	0.270234	0.00213569	10.3912	124.776	0.119018	6.97408	0.322159	0.212781	0.197939	0.267122
567600000	-22801.7	-26687.1	3885.38	-26687.1	0.273123	0.00239232	13.6037	126.707	0.0966222	7.12627	0.322063	0.211468	0.195549	0.27092
567800000	-22794.2	-26693	3898.79	-26693	0.339325	0.00213881	4.69698	137.973	0.0813658	1.7072	0.323889	0.216756	0.193574	0.265781
568000000	-22820.4	-26700.8	3880.34	-26700.8	0.33577	0.00187711	5.40709	119.57	0.0728392	-0.528273	0.318841	0.212084	0.198095	0.27098
568200000	-22820.5	-26698.6	3878.13	-26698.6	0.303774	0.00157794	12.0655	119.068	0.0971236	2.51856	0.320098	0.215288	0.192437	0.272177
568400000	-22760.6	-26682.2	3921.56	-26682.2	0.300551	0.00237996	6.56309	160.777	0.0526464	1.23955	0.316857	0.216057	0.201518	0.265569
568600000	-22827.2	-26695.2	3868.01	-26695.2	0.289969	0.00175134	14.8282	109.747	0.132011	4.67182	0.326132	0.212141	0.195042	0.266685
568800000	-22794.4	-26687.8	3893.39	-26687.8	0.292293	0.00267786	6.31381	132.99	0.0805945	1.77684	0.32586	0.213736	0.193342	0.267061
569000000	-22792.9	-26687.4	3894.48	-26687.4	0.27268	0.00229864	7.07025	134.487	0.0850573	7.00848	0.318596	0.211671	0.198139	0.271595
569200000	-22779.3	-26692.9	3913.62	-26692.9	0.266208	0.00354587	7.57914	153.378	0.0638997	4.93148	0.317713	0.212366	0.195331	0.27459
569400000	-22817.4	-26694.3	3876.93	-26694.3	0.303159	0.0019205	14.6272	118.067	0.0826331	1.57257	0.321391	0.212302	0.196729	0.269578
569600000	-22806.6	-26689.5	3882.9	-26689.5	0.268455	0.00258935	8.98614	123.722	0.120519	9.1077	0.314701	0.215461	0.196842	0.272996
569800000	-22798.2	-26686.3	3888.06	-26686.3	0.292291	0.00229802	13.4583	129.256	0.0987575	3.0319	0.315332	0.214093	0.200842	0.269733
570000000	-22808.3	-26701.5	3893.18	-26701.5	0.290688	0.0019032	5.78832	132.745	0.0865442	2.50616	0.317376	0.218589	0.199124	0.264912
570200000	-22788.2	-26684.9	3896.71	-26684.9	0.279719	0.0024163	7.62416	136.875	0.0907387	6.18633	0.316363	0.216401	0.196873	0.270364
570400000	-22823.6	-26692.3	3868.75	-26692.3	0.281582	0.00246479	19.0322	111.142	0.129665	8.90831	0.319863	0.21586	0.195909	0.268368
570600000	-22827.1	-26693.8	3866.74	-26693.8	0.299845	0.00182182	11.7112	107.89	0.118676	4.62311	0.315668	0.217424	0.200181	0.266727
570800000	-22750.9	-26685.7	3934.8	-26685.7	0.286283	0.00359732	6.50163	173.916	0.048149	1.44678	0.316984	0.217035	0.198275	0.267706
571000000	-22751.5	-26676.9	3925.34	-26676.9	0.28938	0.00310973	16.3326	166.266	0.050757	2.72724	0.318725	0.214214	0.194569	0.272492
571200000	-22783.8	-26683.5	3899.72	-26683.5	0.262419	0.00198362	5.96105	140.045	0.120211	14.4241	0.316744	0.21259	0.202127	0.268539
571400000	-22802.3	-26688.5	3886.15	-26688.5	0.285872	0.00216461	11.2503	127.086	0.0976004	6.3889	0.322377	0.209105	0.199297	0.269221
571600000	-22816.8	-26695.5	3878.7	-26695.5	0.335683	0.00198902	7.41962	118.499	0.0776219	1.01801	0.319986	0.212287	0.196519	0.271209
571800000	-22799.5	-26688.5	3889.02	-26688.5	0.282915	0.00220869	14.45	130.599	0.109517	7.32714	0.319323	0.216841	0.199892	0.263944
572000000	-22782.6	-26687.3	3904.67	-26687.3	0.316161	0.00211399	6.03669	144.124	0.0718495	2.99007	0.320545	0.211571	0.199511	0.268373
572200000	-22807.1	-26688.3	3881.23	-26688.3	0.279217	0.00270415	10.0099	121.917	0.10086	4.50734	0.318868	0.21111	0.197596	0.272426
572400000	-22830.4	-26700.8	3870.34	-26700.8	0.314826	0.00212272	10.4267	111.108	0.0919036	7.28573	0.309621	0.220713	0.202754	0.266912
572600000	-22846	-26700.1	3854.11	-26700.1	0.281369	0.00222979	6.53456	94.7779	0.158524	12.1607	0.315434	0.216861	0.194751	0.272954
572800000	-22757.7	-26680	3922.24	-26680	0.293565	0.0032868	9.50717	162.089	0.0551095	0.0383604	0.31883	0.218392	0.198278	0.2645
573000000	-22758.2	-26680.8	3922.59	-26680.8	0.298022	0.00257669	10.1308	162.729	0.0591822	3.3832	0.318238	0.215169	0.1979	0.268694
573200000	-22800.1	-26691.4	3891.27	-26691.4	0.323183	0.00252264	15.6351	132.268	0.0623849	1.5562	0.319013	0.211026	0.201157	0.268805
573400000	-22789	-26683.7	3894.7	-26683.7	0.275586	0.00231141	9.02786	135.261	0.0949406	7.97665	0.321619	0.212615	0.195148	0.270618
573600000	-22837.3	-26695	3857.62	-26695	0.290017	0.00190218	11.5056	99.5881	0.199742	14.7745	0.314439	0.214277	0.198354	0.27293
573800000	-22849	-26699.5	3850.46	-26699.5	0.283027	0.0019667	7.63513	91.2211	0.161789	6.53647	0.323281	0.208744	0.199954	0.268022
574000000	-22903	-26713.3	3810.37	-26713.3	0.271771	0.00151315	7.58187	52.1055	0.384689	10.3643	0.317842	0.215831	0.201598	0.26473
574200000	-22847.3	-26697.3	3849.96	-26697.3	0.293388	0.0017643	10.4299	90.8936	0.115808	5.31716	0.318009	0.212244	0.199545	0.270202
574400000	-22806.8	-26693.7	3886.88	-26693.7	0.309075	0.00228681	10.6901	127.257	0.0723814	1.35629	0.321023	0.218914	0.195877	0.264186
574600000	-22795.7	-26687	3891.35	-26687	0.286074	0.00238501	12.3808	132.098	0.0765008	2.43229	0.320017	0.211095	0.20056	0.268329
574800000	-22893.7	-26712.9	3819.18	-26712.9	0.322823	0.00151091	10.4345	60.7908	0.208726	7.97528	0.322525	0.209954	0.19729	0.270231
575000000	-22946.6	-26730.2	3783.59	-26730.2	0.352719	0.0013118	5.38803	24.5205	0.322851	7.14772	0.319223	0.216272	0.197552	0.266952
575200000	-22798.2	-26685	3886.76	-26685	0.269957	0.00264084	14.4485	128.868	0.145898	14.5638	0.315595	0.2155	0.19721	0.271695
575400000	-22823.7	-26692.3	3868.68	-26692.3	0.259224	0.00260886	8.13312	110.222	0.229499	16.8025	0.316729	0.212225	0.199801	0.271246
575600000	-22818.9	-26691	3872.09	-26691	0.264138	0.00238281	7.19027	112.926	0.15859	12.5265	0.320587	0.212608	0.192874	0.273932
575800000	-22776.4	-26682.1	3905.71	-26682.1	0.273918	0.00268237	14.8429	146.977	0.0814611	5.06066	0.315886	0.211574	0.200587	0.271952
576000000	-22817.6	-26689.9	3872.34	-26689.9	0.26648	0.00196157	13.5942	114.027	0.133017	8.53727	0.318189	0.212873	0.199149	0.26979
576200000	-22803	-26688.5	3885.56	-26688.5	0.279786	0.00174964	7.44099	125.757	0.0939888	7.31865	0.321544	0.211175	0.2001	0.267181
576400000	-22767.7	-26676.8	3909.04	-26676.8	0.260381	0.00273129	10.0368	149.944	0.100131	11.0113	0.32073	0.210283	0.200462	0.268526
576600000	-22716.8	-26667.4	3950.6	-26667.4	0.267707	0.00307107	9.95485	190.536	0.0470102	5.09851	0.313025	0.21913	0.201818	0.266027
576800000	-22777	-26683.1	3906.13	-26683.1	0.26207	0.00341328	9.2991	146.595	0.0804915	8.50362	0.31728	0.208679	0.200432	0.273609
577000000	-22766.8	-26682.2	3915.39	-26682.2	0.306357	0.00246642	11.9519	155.773	0.0571075	2.22503	0.320584	0.215461	0.20004	0.263915
577200000	-22843.2	-26705.2	3862.02	-26705.2	0.342103	0.00177526	6.8258	102.157	0.114573	3.80472	0.323122	0.210858	0.19701	0.26901
577400000	-22850.3	-26706.9	3856.52	-26706.9	0.340587	0.00184904	6.92386	96.5257	0.101481	-2.5687	0.324096	0.218775	0.195319	0.26181
577600000	-22844.4	-26698.3	3853.87	-26698.3	0.321526	0.00211814	8.01212	94.5421	0.145047	4.97383	0.321711	0.212504	0.200598	0.265187
577800000	-22817.7	-26695.5	3877.8	-26695.5	0.272678	0.00199602	8.04473	118.047	0.0942163	4.67848	0.308897	0.217249	0.197247	0.276606
578000000	-22839.8	-26702.8	3862.97	-26702.8	0.340148	0.0015869	8.65003	103.276	0.0937072	-3.04997	0.31505	0.212547	0.200102	0.272301
578200000	-22818.2	-26691.4	3873.24	-26691.4	0.260054	0.00220679	12.3397	115.08	0.160648	13.2211	0.318634	0.218885	0.197108	0.265372
578400000	-22762.1	-26679.1	3917	-26679.1	0.277355	0.0023701	12.5886	157.873	0.0700885	7.74264	0.314403	0.215344	0.197753	0.2725
578600000	-22811.5	-26699.8	3888.25	-26699.8	0.299542	0.00250341	12.3704	128.961	0.0688727	4.33303	0.323148	0.212455	0.195551	0.268845
578800000	-22816.2	-26693.7	3877.54	-26693.7	0.299307	0.00200842	8.66941	117.791	0.0857434	3.94427	0.321962	0.213342	0.194811	0.269885
579000000	-22790.7	-26684.2	3893.55	-26684.2	0.261767	0.00233273	8.18201	134.123	0.108384	9.79676	0.326553	0.210652	0.196407	0.266388
579200000	-22800.2	-26684.5	3884.31	-26684.5	0.259416	0.00202824	19.1446	126.605	0.100766	13.0996	0.321768	0.21339	0.19961	0.265232
579400000	-22777.8	-26687.8	3909.94	-26687.8	0.300596	0.00211232	8.52877	149.435	0.0468707	-0.0469823	0.311645	0.223155	0.198534	0.266666
579600000	-22777.4	-26686.7	3909.23	-26686.7	0.31789	0.00244443	5.72815	148.228	0.0524451	-0.933267	0.324345	0.210752	0.196876	0.268027
579800000	-22798.8	-26684.8	3886	-26684.8	0.265176	0.00201471	13.3831	127.311	0.104795	5.28064	0.321233	0.214842	0.19832	0.265604
580000000	-22794.2	-26687.2	3893.02	-26687.2	0.266349	0.00302934	6.67364	133.277	0.107998	10.3409	0.316954	0.213636	0.196178	0.273232
580200000	-22822.4	-26692.6	3870.17	-26692.6	0.281918	0.00221914	8.02047	110.964	0.136267	10.5386	0.318174	0.214261	0.194722	0.272844
580400000	-22779.5	-26685.9	3906.44	-26685.9	0.282085	0.00335564	7.20689	146.102	0.0612814	5.53394	0.323188	0.215037	0.193317	0.268458
580600000	-22782	-26686.2	3904.2	-26686.2	0.288291	0.00245714	4.49867	143.489	0.0836316	6.05438	0.324415	0.20817	0.198174	0.269241
580800000	-22798.5	-26690.9	3892.45	-26690.9	0.275215	0.00280253	7.31483	132.223	0.0705922	4.09687	0.324528	0.216212	0.192964	0.266295
581000000	-22804.5	-26692.4	3887.86	-26692.4	0.291833	0.00214399	5.08445	127.427	0.0979922	4.37456	0.324375	0.214581	0.196436	0.264607
581200000	-22782.8	-26681.9	3899.12	-26681.9	0.282625	0.0024742	7.39518	139.228	0.0878053	6.92194	0.320519	0.216575	0.195889	0.267016
581400000	-22808.9	-26692	3883.15	-26692	0.320079	0.0024294	10.699	123.651	0.080688	1.71473	0.319393	0.216421	0.196551	0.267635
581600000	-22769.2	-26677.7	3908.53	-26677.7	0.269505	0.00253702	6.94819	148.059	0.062034	3.12413	0.320594	0.215975	0.19744	0.265991
581800000	-22754	-26676	3921.98	-26676	0.274264	0.00222457	7.02532	161.092	0.0434949	0.415774	0.321625	0.216418	0.195746	0.266211
582000000	-22765.8	-26679.3	3913.56	-26679.3	0.27217	0.00288438	9.40874	153.653	0.0582532	6.38603	0.320495	0.214332	0.195191	0.269981
582200000	-22791.5	-26687.8	3896.33	-26687.8	0.304844	0.00292341	6.11416	135.974	0.0837616	3.51723	0.313836	0.213697	0.201558	0.270909
582400000	-22844.4	-26698.8	3854.48	-26698.8	0.29301	0.00181125	6.1308	94.7401	0.14366	5.5998	0.321978	0.214928	0.198269	0.264825
582600000	-22811.8	-26689.8	3877.97	-26689.8	0.276063	0.00214047	11.9421	118.726	0.0878666	-0.498215	0.315975	0.21586	0.19832	0.269845
582800000	-22798	-26687.1	3889.06	-26687.1	0.261916	0.0025553	12.012	130.268	0.102599	9.38617	0.324254	0.205707	0.200167	0.269872
583000000	-22843.5	-26702	3858.47	-26702	0.317944	0.0021444	8.66402	98.9783	0.109542	4.26571	0.313671	0.218575	0.197783	0.269971
583200000	-22869	-26707.3	3838.31	-26707.3	0.3022	0.00168872	12.2756	79.9567	0.175013	4.91512	0.319026	0.2198	0.193633	0.267541
583400000	-22788.8	-26684.1	3895.29	-26684.1	0.270965	0.00197398	8.44766	135.402	0.0811751	2.82775	0.318107	0.217954	0.194926	0.269013
583600000	-22808.1	-26687.9	3879.74	-26687.9	0.269604	0.00241556	16.1028	122.16	0.158458	14.6967	0.320456	0.210718	0.195518	0.273309
583800000	-22808.8	-26699	3890.2	-26699	0.273005	0.00263474	10.0605	131.14	0.11151	8.81419	0.319644	0.219063	0.196765	0.264529
584000000	-22835.7	-26697.9	3862.19	-26697.9	0.300053	0.00212108	6.8737	102.768	0.148228	8.93878	0.315524	0.212479	0.201479	0.270518
584200000	-22819.8	-26693.6	3873.84	-26693.6	0.264999	0.00302991	9.00548	114.355	0.0944367	7.11837	0.314306	0.2197	0.194953	0.271041
584400000	-22815.3	-26689.4	3874.08	-26689.4	0.287143	0.00175182	8.2014	114.92	0.141256	9.54333	0.315394	0.213197	0.201626	0.269783
584600000	-22810.9	-26692.5	3881.69	-26692.5	0.29707	0.00193011	11.0561	122.551	0.0949067	5.83521	0.314142	0.211069	0.203139	0.271651
584800000	-22825.6	-26694.3	3868.6	-26694.3	0.289764	0.00211096	16.4555	110.681	0.134166	7.89032	0.315974	0.212842	0.201293	0.269891
585000000	-22831.8	-26697.7	3865.91	-26697.7	0.282812	0.00186368	8.44453	106.607	0.132533	5.71196	0.316829	0.212454	0.195576	0.275141
585200000	-22766.9	-26681.8	3914.9	-26681.8	0.288749	0.00247527	21.6949	156.63	0.057814	4.00256	0.316845	0.213166	0.199765	0.270224
585400000	-22798.6	-26686.7	3888.11	-26686.7	0.291013	0.00228908	5.35488	127.323	0.0651912	3.77353	0.315268	0.216259	0.199256	0.269218
585600000	-22810	-26694.5	3884.54	-26694.5	0.30837	0.00243089	10.4808	125.022	0.0837195	1.06089	0.316759	0.211651	0.205504	0.266086
585800000	-22819.2	-26694	3874.82	-26694	0.293355	0.00157229	5.71192	114.405	0.0893812	2.78911	0.320038	0.215546	0.198169	0.266248
586000000	-22811.3	-26691.4	3880.12	-26691.4	0.27177	0.0022299	14.3243	121.508	0.100999	4.32087	0.323085	0.210395	0.197719	0.2688
586200000	-22746.4	-26673.4	3927.03	-26673.4	0.264764	0.00270997	6.87684	166.374	0.0485802	5.27558	0.314051	0.215575	0.200722	0.269652
586400000	-22767.3	-26680.4	3913.09	-26680.4	0.280613	0.00346315	11.0658	153.649	0.0645441	8.5189	0.323521	0.213592	0.194394	0.268493
586600000	-22775.6	-26681.7	3906.14	-26681.7	0.29372	0.00253039	10.2255	146.571	0.0682754	7.21258	0.32308	0.212355	0.193548	0.271016
