# Produced by delphy version 0.99 (build 2020, commit 8e1dda4)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-init-heuristic <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha/ebola_delphy_alpha.log <DASH-DASH>v0-log-every 200000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha/ebola_delphy_alpha.trees <DASH-DASH>v0-tree-every 1000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-out-beast-xml beast2_run_alpha/ebola_alpha.xml
Sample	posterior_for_Delphy	likelihood_really_logG	prior	treeLikelihood_really_logG	TreeHeight	clockRate	gammaShape	kappa	CoalescentExponential	ePopSize	growthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
469400000	-37104	-26675.8	-10428.3	-26675.8	0.287202	0.00234921	5.03748	7.32512	150.727	0.0426146	-2.02559	0.322364	0.212182	0.197413	0.268041
469600000	-39078.1	-26666.2	-12411.9	-26666.2	0.271936	0.00306659	4.07226	10.118	161.97	0.0723994	7.097	0.325032	0.214402	0.194047	0.266519
469800000	-45810.2	-26659.5	-19150.7	-26659.5	0.302258	0.00291921	1.1948	6.36019	147.351	0.081332	5.95195	0.324204	0.212328	0.193924	0.269544
470000000	-45724.1	-26675.6	-19048.5	-26675.6	0.35221	0.00206008	1.25436	12.6236	140.266	0.0699328	2.71648	0.325388	0.212557	0.197057	0.264998
470200000	-45927.5	-26671.2	-19256.3	-26671.2	0.337236	0.00259059	0.928582	6.96295	141.85	0.0554392	0.0269018	0.311988	0.219343	0.201655	0.267014
470400000	-45754.4	-26663	-19091.4	-26663	0.270099	0.00234017	0.906635	10.0246	122.106	0.109955	10.456	0.316108	0.216753	0.196963	0.270176
470600000	-45100.1	-26691.9	-18408.2	-26691.9	0.417416	0.00133079	0.720848	7.053	100.756	0.1074	1.33038	0.315712	0.21055	0.201399	0.272339
470800000	-44461.5	-26659	-17802.5	-26659	0.305926	0.00160722	0.636188	9.28827	99.9974	0.144691	5.66886	0.321116	0.216119	0.19369	0.269075
471000000	-44585.6	-26689.1	-17896.5	-26689.1	0.294921	0.00172883	1.73115	10.5396	76.6679	0.172979	5.54821	0.318643	0.216521	0.194661	0.270175
471200000	-45997.7	-26677.5	-19320.2	-26677.5	0.281373	0.00180186	1.17256	6.07628	93.9274	0.160016	6.756	0.322166	0.213016	0.200127	0.264692
471400000	-45668.1	-26681.8	-18986.3	-26681.8	0.296481	0.00244398	1.16774	14.5587	132.865	0.0741283	0.504729	0.317904	0.207191	0.200623	0.274281
471600000	-43447.1	-26647.7	-16799.4	-26647.7	0.274427	0.00197147	0.556644	10.6717	140.357	0.075374	5.45292	0.318813	0.213762	0.196783	0.270641
471800000	-45848.1	-26666.1	-19182	-26666.1	0.280973	0.00272216	1.09581	6.97207	146.114	0.0940903	8.03049	0.316253	0.214655	0.200059	0.269033
472000000	-44805.8	-26651.8	-18154	-26651.8	0.318395	0.00290857	0.743517	11.1455	174.006	0.0372464	-2.07218	0.315477	0.215381	0.200624	0.268518
472200000	-5720.99	-26624.8	20903.8	-26624.8	0.267031	0.00300192	0.19083	7.81529	160.28	0.0600577	8.47033	0.316442	0.215548	0.199208	0.268803
472400000	-27184.1	-26651.6	-532.436	-26651.6	0.275837	0.00213266	0.283161	11.2937	96.6208	0.137612	6.42703	0.315619	0.217353	0.198983	0.268046
472600000	-45976.9	-26661.2	-19315.7	-26661.2	0.26991	0.00254519	0.895721	10.6505	124.164	0.123935	8.08176	0.319283	0.215427	0.19788	0.267409
472800000	-46278.4	-26668.8	-19609.6	-26668.8	0.27318	0.0017509	0.964443	12.3169	114.24	0.136251	8.57991	0.313354	0.215035	0.198019	0.273592
473000000	-45745.9	-26675	-19070.9	-26675	0.266969	0.00372563	0.988414	12.8054	137.624	0.0960933	7.93993	0.318819	0.213965	0.19964	0.267576
473200000	-45698.3	-26676.3	-19022	-26676.3	0.290687	0.00229169	1.20607	10.7013	137.887	0.101589	7.51952	0.322821	0.212687	0.196442	0.26805
473400000	-42247.1	-26648.7	-15598.4	-26648.7	0.268684	0.00265532	0.517414	7.67301	146.45	0.0700878	6.17124	0.31858	0.219834	0.191121	0.270465
473600000	-45514.7	-26654.9	-18859.9	-26654.9	0.259703	0.00290806	0.801912	6.86799	177.691	0.0636386	9.97368	0.318509	0.214141	0.199608	0.267742
473800000	-44388.9	-26674.7	-17714.2	-26674.7	0.277534	0.0029773	1.8203	10.9509	128.314	0.0706225	2.55316	0.324331	0.216699	0.195798	0.263173
474000000	-45625.8	-26684.2	-18941.7	-26684.2	0.357242	0.00163346	1.30356	12.6588	110.878	0.0865744	-2.06868	0.315071	0.209545	0.198335	0.277049
474200000	-42179	-26638.6	-15540.4	-26638.6	0.272876	0.00223217	0.517686	23.2677	141.025	0.084361	11.9579	0.318672	0.217954	0.198903	0.26447
474400000	-45546.3	-26677.3	-18869	-26677.3	0.289173	0.00253735	1.29993	16.2438	121.362	0.148284	9.51877	0.316769	0.217079	0.198516	0.267636
474600000	-45444.4	-26661.6	-18782.8	-26661.6	0.257861	0.00289526	1.38928	8.37263	151.643	0.0823837	11.7687	0.316942	0.213886	0.197906	0.271266
474800000	-36284.3	-26689.5	-9594.73	-26689.5	0.276248	0.00181769	5.74526	7.83893	106.7	0.122335	5.79567	0.321749	0.218115	0.195106	0.26503
475000000	-45651.6	-26672.9	-18978.7	-26672.9	0.298792	0.0019366	1.38889	7.6326	119.936	0.0887256	3.33047	0.318137	0.209946	0.201558	0.27036
475200000	-45517.5	-26666.3	-18851.2	-26666.3	0.281426	0.00221225	1.39324	10.2567	121.684	0.116543	10.2247	0.314911	0.218277	0.198328	0.268484
475400000	-43905.2	-26674.4	-17230.8	-26674.4	0.267683	0.0021087	1.94741	7.7485	142.736	0.0713047	3.35629	0.320241	0.210487	0.199541	0.269731
475600000	-43984.6	-26668.2	-17316.5	-26668.2	0.305804	0.00264901	1.91867	5.77308	159.721	0.0541274	3.43599	0.319446	0.215216	0.199229	0.266109
475800000	-45888.4	-26670.3	-19218.1	-26670.3	0.290997	0.00158608	1.13636	7.13839	116.572	0.104725	5.9463	0.319437	0.212574	0.199153	0.268837
476000000	-45134.5	-26678.7	-18455.8	-26678.7	0.303683	0.00193714	1.43657	9.27692	104.334	0.167645	10.3313	0.318581	0.214581	0.19706	0.269778
476200000	-44432.9	-26670.2	-17762.7	-26670.2	0.274018	0.00268167	1.71315	10.9405	124.562	0.115259	8.55415	0.315384	0.216186	0.200611	0.267819
476400000	-45870.2	-26669.9	-19200.4	-26669.9	0.330232	0.00186113	0.962656	10.8345	135.219	0.0691383	2.89474	0.314168	0.218355	0.200519	0.266958
476600000	-45410.5	-26665.5	-18745.1	-26665.5	0.281541	0.00264683	0.721879	6.28825	133.826	0.0822398	8.42869	0.31747	0.222176	0.196999	0.263355
476800000	-38089.4	-26633	-11456.4	-26633	0.272487	0.0021899	0.409887	7.88182	125.977	0.117074	7.99038	0.327464	0.214673	0.193568	0.264295
477000000	-44040	-26681	-17359.1	-26681	0.303065	0.00216607	0.590499	8.54532	94.016	0.170858	6.81777	0.320513	0.215152	0.198808	0.265528
477200000	-45202.1	-26656.2	-18545.8	-26656.2	0.284474	0.00204774	0.698011	6.30109	113.509	0.138412	6.03586	0.318174	0.215645	0.200941	0.26524
477400000	-45818.6	-26669.9	-19148.7	-26669.9	0.311239	0.00221335	1.2281	8.83339	115.583	0.112435	4.70294	0.321052	0.212551	0.201746	0.264651
477600000	-45980.5	-26682.9	-19297.6	-26682.9	0.303297	0.00215022	1.20044	4.72012	127.42	0.0615193	-1.19716	0.320783	0.209579	0.196082	0.273556
477800000	-44264.2	-26655.6	-17608.6	-26655.6	0.270416	0.00269388	0.633424	7.53998	132.397	0.0929937	4.91219	0.317487	0.21478	0.197632	0.270101
478000000	-22886.3	-26641.3	3755.08	-26641.3	0.261458	0.00244266	0.256525	13.2113	133.525	0.0856784	6.0906	0.324291	0.212939	0.19207	0.2707
478200000	-28322.2	-26629.6	-1692.59	-26629.6	0.320783	0.00219125	0.28746	9.64397	111.515	0.138809	4.57369	0.316074	0.213726	0.197632	0.272568
478400000	-44993	-26653.2	-18339.7	-26653.2	0.275301	0.00226842	0.701298	7.762	130.831	0.126398	7.98221	0.320389	0.218262	0.192985	0.268364
478600000	-44884.2	-26658.2	-18226	-26658.2	0.285743	0.00189084	0.687462	7.33741	105.396	0.167707	7.23396	0.324328	0.214189	0.197103	0.264381
478800000	-44192.8	-26646.1	-17546.7	-26646.1	0.332411	0.0019149	0.604464	9.80451	103.509	0.120734	1.65164	0.316597	0.215475	0.198629	0.269299
479000000	-38076.1	-26639.7	-11436.4	-26639.7	0.278995	0.00161381	0.400638	16.9222	112.802	0.156083	9.04323	0.321112	0.215113	0.193548	0.270227
479200000	-45389.6	-26690.1	-18699.5	-26690.1	0.292156	0.00176202	1.40377	8.56517	74.5009	0.198994	4.68768	0.318869	0.211131	0.19573	0.27427
479400000	-31706.2	-26652.1	-5054.11	-26652.1	0.324168	0.00167118	0.323345	7.49156	98.8156	0.122133	2.79221	0.317079	0.206447	0.203031	0.273443
479600000	-41741.7	-26652.7	-15088.9	-26652.7	0.292596	0.00138515	0.492638	7.21975	62.7739	0.243408	9.62497	0.319502	0.212975	0.197752	0.269772
479800000	-45929.5	-26685.5	-19244.1	-26685.5	0.285094	0.00166758	0.839241	9.4034	79.0696	0.168346	9.34324	0.32296	0.212749	0.197497	0.266794
480000000	-45329.2	-26656	-18673.2	-26656	0.287532	0.0026293	1.44214	10.3999	162.509	0.0651333	4.52617	0.319899	0.217934	0.198319	0.263849
480200000	-38592.2	-26656.1	-11936.1	-26656.1	0.334163	0.00193214	0.407944	5.62987	127.542	0.0625567	0.0512643	0.316333	0.216133	0.197205	0.270329
480400000	70873	-26599.8	97472.8	-26599.8	0.298424	0.00186087	0.0943326	10.5012	117.746	0.129739	4.75487	0.319022	0.213066	0.197714	0.270198
480600000	270741	-26550.5	297291	-26550.5	0.278853	0.00243355	0.0444627	8.12605	137.454	0.0819389	4.2476	0.317358	0.214103	0.197837	0.270702
480800000	64175.3	-26616.6	90791.9	-26616.6	0.320377	0.00200323	0.098957	17.5581	103.387	0.109904	-1.57938	0.313943	0.215015	0.199822	0.27122
481000000	-44887.6	-26660.2	-18227.4	-26660.2	0.264258	0.00232388	0.659699	7.54419	118.265	0.159855	10.7947	0.320289	0.217463	0.199289	0.262958
481200000	-31937.9	-26641.2	-5296.74	-26641.2	0.299499	0.00159295	0.314791	12.1111	90.7321	0.156176	8.68083	0.31811	0.214	0.198847	0.269043
481400000	-40744.6	-26642.5	-14102.1	-26642.5	0.274925	0.00214945	0.483667	3.99538	126.761	0.0940504	4.27267	0.318652	0.214915	0.199244	0.267189
481600000	-43513.1	-26643.4	-16869.7	-26643.4	0.281038	0.00287618	0.58947	8.61824	147.529	0.057967	3.2826	0.31641	0.211708	0.204848	0.267034
481800000	-45115	-26649.8	-18465.2	-26649.8	0.274649	0.00286302	1.47979	11.344	178.057	0.0421307	-1.81061	0.320306	0.211357	0.199308	0.269029
482000000	-44066	-26668.6	-17397.4	-26668.6	0.297636	0.00271505	1.90077	13.7383	139.861	0.055813	-2.35194	0.317674	0.216265	0.197481	0.268581
482200000	-44548.4	-26664.7	-17883.7	-26664.7	0.259756	0.00318851	1.66667	11.6041	142.498	0.125538	13.5751	0.322845	0.212962	0.195262	0.268932
482400000	-43195.6	-26691.1	-16504.6	-26691.1	0.3362	0.00178788	2.25697	6.52635	107.079	0.103426	1.37255	0.321572	0.218566	0.191614	0.268248
482600000	-45875.8	-26686.8	-19189	-26686.8	0.348735	0.00252674	0.842304	16.4107	145.12	0.0549342	-1.30254	0.315117	0.212618	0.195611	0.276653
482800000	-43484	-26662.2	-16821.8	-26662.2	0.302169	0.0019757	0.591632	10.7842	124.255	0.0956708	5.16715	0.321813	0.210762	0.197461	0.269964
483000000	-43177.8	-26655.4	-16522.4	-26655.4	0.296983	0.00191035	0.559411	10.3528	83.575	0.177739	6.29038	0.314532	0.213454	0.197719	0.274296
483200000	-35605	-26642.9	-8962.04	-26642.9	0.273475	0.00260399	0.361854	6.52115	128.529	0.124059	10.1737	0.317877	0.217531	0.195613	0.268979
483400000	-46030.8	-26655.9	-19374.9	-26655.9	0.262183	0.0028806	1.03542	6.94917	130.925	0.110345	9.21759	0.318792	0.21356	0.199871	0.267777
483600000	-45958.4	-26657	-19301.3	-26657	0.268856	0.00275403	0.908011	8.4466	159.302	0.0698376	3.72454	0.325691	0.212439	0.197048	0.264822
483800000	-39480.3	-26679.3	-12801	-26679.3	0.265925	0.00233968	3.97758	9.91888	132.83	0.085963	4.91796	0.319401	0.219866	0.199063	0.26167
484000000	-45586.5	-26678.2	-18908.4	-26678.2	0.27007	0.00312621	1.31665	5.75576	127.263	0.0830531	7.76249	0.321201	0.215764	0.197786	0.26525
484200000	-43927.5	-26673.7	-17253.9	-26673.7	0.28949	0.00241107	1.93201	11.8829	125.567	0.10967	8.12771	0.315746	0.213871	0.198058	0.272325
484400000	-45554.8	-26694.4	-18860.4	-26694.4	0.280914	0.00182199	0.767663	12.874	81.3705	0.170338	6.62033	0.311396	0.218474	0.198708	0.271422
484600000	-44205.8	-26648.5	-17557.4	-26648.5	0.2877	0.00308787	0.620276	5.55619	159.387	0.0561003	1.76515	0.314669	0.220015	0.196597	0.268719
484800000	-34845.6	-26632.1	-8213.46	-26632.1	0.28411	0.0024279	0.355307	10.9305	147.107	0.0777077	4.20537	0.316276	0.213172	0.19477	0.275781
485000000	-26432.3	-26659.5	227.256	-26659.5	0.34137	0.00228184	0.269822	5.8103	103.411	0.113849	2.1507	0.317978	0.210272	0.202005	0.269745
485200000	-44798.2	-26665.9	-18132.3	-26665.9	0.277484	0.00260392	1.52886	7.54738	169.272	0.044251	4.52192	0.324399	0.213237	0.195189	0.267175
485400000	-37887.8	-26634.9	-11253	-26634.9	0.274617	0.00187909	0.388569	12.0393	134.609	0.0454106	-2.94207	0.317608	0.212943	0.199535	0.269914
485600000	-45932.1	-26669.8	-19262.3	-26669.8	0.286711	0.00222987	1.17933	12.8286	127.522	0.106499	3.92896	0.318361	0.212667	0.198068	0.270905
485800000	-43112.5	-26683	-16429.5	-26683	0.292326	0.00219362	2.25844	9.91511	133.884	0.0781015	2.85787	0.320501	0.214571	0.196696	0.268232
486000000	-45868.5	-26673.1	-19195.4	-26673.1	0.304476	0.00189783	1.14112	6.71309	116.657	0.0879449	4.84778	0.321899	0.218294	0.194632	0.265174
486200000	-40668.3	-26686	-13982.3	-26686	0.29033	0.00229567	3.19764	5.04258	116.532	0.0923848	3.30244	0.323821	0.210951	0.199744	0.265485
486400000	-34762.5	-26681.6	-8080.86	-26681.6	0.286367	0.00177957	6.81215	13.3388	143.036	0.073818	6.63527	0.323891	0.213649	0.199118	0.263342
486600000	-43527.3	-26685.6	-16841.8	-26685.6	0.30788	0.00210112	2.0928	8.43278	123.102	0.109127	5.11447	0.325625	0.206421	0.19989	0.268064
486800000	-45531.7	-26686.3	-18845.3	-26686.3	0.318853	0.00168295	1.35801	6.38545	106.322	0.104477	0.0769827	0.317993	0.215747	0.19764	0.26862
487000000	-45119.9	-26685.6	-18434.3	-26685.6	0.339312	0.00200273	1.55498	14.0208	127.682	0.062535	-2.77457	0.318038	0.215299	0.198327	0.268337
487200000	-43008.8	-26673.7	-16335.1	-26673.7	0.264655	0.00292044	2.32	9.1933	144.067	0.0725425	6.74737	0.324922	0.213997	0.19515	0.265931
487400000	-45643.2	-26677.9	-18965.3	-26677.9	0.308867	0.00236287	1.24584	9.71029	110.432	0.109867	2.10203	0.318325	0.211391	0.200023	0.27026
487600000	-45831	-26697.1	-19133.9	-26697.1	0.322661	0.00139414	1.12646	17.9121	56.9489	0.258288	4.84095	0.314187	0.217499	0.201612	0.266702
487800000	-45706.2	-26692.4	-19013.8	-26692.4	0.301811	0.000964261	0.854457	7.74124	44.6087	0.40732	11.5111	0.31824	0.217091	0.194302	0.270366
488000000	-27000.2	-26628.2	-372.059	-26628.2	0.274037	0.00189713	0.281142	11.3103	96.2576	0.133012	6.34702	0.317473	0.212854	0.19491	0.274763
488200000	42648.4	-26585	69233.3	-26585	0.288362	0.00251482	0.116089	7.33645	118.153	0.123946	7.49181	0.319288	0.220023	0.198349	0.262339
488400000	-42617.7	-26649.7	-15968	-26649.7	0.297423	0.00217712	0.547575	10.8815	138.459	0.0824658	5.45761	0.319467	0.217146	0.198101	0.265286
488600000	-33495.2	-26637.7	-6857.45	-26637.7	0.275601	0.00245328	0.330394	4.6529	115.438	0.0989329	4.22976	0.318904	0.21538	0.198963	0.266753
488800000	969.298	-26620.9	27590.2	-26620.9	0.317588	0.00209354	0.171572	9.81716	91.236	0.148747	3.23369	0.320079	0.210909	0.197076	0.271936
489000000	-12788.3	-26627.3	13839.1	-26627.3	0.293939	0.00148854	0.20792	8.47656	102.365	0.152703	8.15815	0.317557	0.214452	0.193814	0.274177
489200000	26246.9	-26626	52872.9	-26626	0.404115	0.00132583	0.131599	10.5598	59.1085	0.228891	4.82423	0.318994	0.214259	0.198972	0.267775
489400000	-7810.75	-26635.9	18825.2	-26635.9	0.342029	0.0014874	0.193809	6.33636	64.1691	0.25073	6.2355	0.316465	0.219208	0.196746	0.267582
489600000	-4029.3	-26595.6	22566.3	-26595.6	0.282288	0.00258758	0.183582	10.0634	120.77	0.0911434	4.88091	0.316394	0.218949	0.198202	0.266454
489800000	-30649.4	-26630	-4019.41	-26630	0.27491	0.00271736	0.308049	16.8509	108.228	0.149455	12.8011	0.317124	0.218431	0.197408	0.267037
490000000	-7169.9	-26627.7	19457.8	-26627.7	0.311193	0.0023107	0.188851	13.7234	124.886	0.0793804	-0.0255713	0.323366	0.21095	0.198316	0.267368
490200000	-44869.5	-26656.2	-18213.3	-26656.2	0.288136	0.00324458	0.684816	5.62065	158.512	0.0544272	-1.2144	0.31921	0.217102	0.193809	0.269879
490400000	-45922.4	-26647.2	-19275.2	-26647.2	0.316898	0.00274518	0.886043	6.17016	158.078	0.0449485	1.87633	0.323282	0.216971	0.196557	0.263189
490600000	-41811.4	-26650.9	-15160.5	-26650.9	0.269095	0.00307053	0.514223	8.28647	154.148	0.0701847	8.60535	0.318039	0.216039	0.198476	0.267446
490800000	-45131.1	-26665.1	-18466	-26665.1	0.274998	0.00298806	1.49795	9.86517	157.454	0.0463022	1.73752	0.321081	0.216618	0.203548	0.258753
491000000	-45938.3	-26645.9	-19292.4	-26645.9	0.283105	0.00305684	1.11764	9.91641	188.441	0.0380319	1.2804	0.320489	0.211859	0.194842	0.272811
491200000	-28866.3	-26622.7	-2243.67	-26622.7	0.287335	0.00324254	0.292132	12.5053	174.014	0.0473955	-0.0190448	0.318114	0.218342	0.192761	0.270783
491400000	-27462.9	-26633.6	-829.297	-26633.6	0.301635	0.00258111	0.281567	10.1191	134.542	0.0876828	3.60018	0.315445	0.219551	0.195038	0.269966
491600000	14620.5	-26618.5	41239.1	-26618.5	0.280679	0.0016497	0.146632	4.98078	99.8697	0.161014	7.98354	0.321335	0.213211	0.198314	0.26714
491800000	-45650	-26659.2	-18990.8	-26659.2	0.25652	0.00249325	1.31255	5.68559	144.627	0.111836	12.8488	0.316518	0.21684	0.19943	0.267213
492000000	-43630.2	-26672.8	-16957.5	-26672.8	0.278967	0.00205141	2.04144	7.8017	131.393	0.0945655	4.50242	0.321507	0.211029	0.196823	0.270641
492200000	-36624	-26616.8	-10007.1	-26616.8	0.265216	0.00309437	0.378103	6.96151	166.549	0.0588942	3.98037	0.316983	0.213352	0.199363	0.270301
492400000	-45884.5	-26671.2	-19213.3	-26671.2	0.266389	0.00217167	0.917112	10.2526	112.699	0.146977	10.3655	0.323712	0.208097	0.205692	0.262499
492600000	-45939.4	-26664.7	-19274.7	-26664.7	0.294121	0.00223234	0.892269	19.3697	121.206	0.127945	4.56622	0.322738	0.209287	0.197833	0.270143
492800000	-45779.3	-26653.4	-19125.9	-26653.4	0.26851	0.00231398	0.816453	7.7793	132.037	0.0899893	10.1964	0.318593	0.212503	0.203576	0.265327
493000000	-44216.5	-26676	-17540.5	-26676	0.268671	0.00223698	1.82778	13.0222	141.267	0.0661857	1.35856	0.317744	0.216454	0.203897	0.261905
493200000	-45417.2	-26668.2	-18749	-26668.2	0.264432	0.00230226	1.33494	9.42713	110.395	0.113188	8.10358	0.315567	0.214406	0.200613	0.269415
493400000	-43865	-26664.8	-17200.2	-26664.8	0.289475	0.00200006	0.600714	6.65988	128.856	0.0847354	6.55379	0.323408	0.215871	0.192554	0.268167
493600000	-42892.5	-26640	-16252.5	-26640	0.268027	0.00238406	0.549315	14.3503	144.095	0.0883019	4.79366	0.316683	0.213341	0.201249	0.268727
493800000	-42981.2	-26686.2	-16294.9	-26686.2	0.282708	0.00168735	2.29556	13.3375	100.06	0.140681	6.60401	0.318309	0.215061	0.200223	0.266406
494000000	-35689.7	-26690.4	-8999.24	-26690.4	0.303069	0.0020475	6.14595	15.1049	118.345	0.0973408	3.10133	0.323495	0.215066	0.19538	0.266059
494200000	-42348.5	-26676.4	-15672.1	-26676.4	0.311478	0.00218296	2.58765	8.11957	128.821	0.102392	6.03324	0.324893	0.216047	0.192723	0.266337
494400000	-43533.5	-26643.1	-16890.4	-26643.1	0.266043	0.00319774	0.570682	7.38551	146.399	0.0813519	6.78185	0.312906	0.215719	0.202653	0.268721
494600000	-45026.6	-26675	-18351.7	-26675	0.294509	0.0022119	1.55355	10.9081	119.366	0.112028	8.247	0.319554	0.213369	0.199389	0.267689
494800000	-37727	-26687.5	-11039.5	-26687.5	0.280168	0.00164605	4.79098	6.59611	128.786	0.0941667	5.53013	0.326279	0.216785	0.192401	0.264534
495000000	-38245.4	-26701	-11544.4	-26701	0.266288	0.00159987	4.53311	11.4474	61.6327	0.381965	11.7278	0.316383	0.217152	0.196413	0.270052
495200000	-45614.3	-26694.5	-18919.7	-26694.5	0.302001	0.00160032	1.3598	8.96869	94.6988	0.123187	3.72558	0.312914	0.214112	0.200586	0.272388
495400000	-44931.7	-26679.4	-18252.3	-26679.4	0.271877	0.00196668	0.675291	13.0506	93.9344	0.159349	6.78336	0.319584	0.210654	0.197126	0.272636
495600000	-45095.4	-26702.5	-18392.9	-26702.5	0.377428	0.00167337	1.45065	6.97275	111.317	0.0954454	0.0566861	0.311896	0.214164	0.199042	0.274898
495800000	-45588.5	-26662.6	-18926	-26662.6	0.331564	0.0021047	0.783847	14.068	138.48	0.0641749	-0.469701	0.320919	0.215629	0.195705	0.267747
496000000	-46019.5	-26669.1	-19350.4	-26669.1	0.328046	0.00178914	0.908677	10.3368	126.572	0.0603165	-2.97856	0.318991	0.213222	0.193337	0.27445
496200000	-41930.5	-26694.4	-15236.1	-26694.4	0.312172	0.00171561	2.68379	5.7407	129.403	0.0965436	4.75249	0.316842	0.211829	0.20283	0.268499
496400000	-45220.8	-26685.8	-18535	-26685.8	0.314912	0.00147279	0.718057	5.968	82.0792	0.165915	4.47729	0.317898	0.210133	0.201203	0.270766
496600000	-43632.2	-26665.3	-16966.9	-26665.3	0.27995	0.00188167	0.569371	13.2866	110.699	0.138694	6.33906	0.320455	0.207074	0.200667	0.271805
496800000	-5532.53	-26625.1	21092.6	-26625.1	0.298825	0.00223857	0.186702	15.7011	107.756	0.121674	5.69431	0.317891	0.21709	0.197338	0.267682
497000000	-44926.7	-26644.2	-18282.6	-26644.2	0.275308	0.00251514	0.698221	10.1827	172.274	0.0415501	0.558696	0.320958	0.213849	0.196487	0.268706
497200000	-32856.5	-26643.7	-6212.79	-26643.7	0.301213	0.00189185	0.331151	6.6878	102.617	0.139754	7.33093	0.321767	0.211052	0.193441	0.27374
497400000	20361.9	-26608.8	46970.7	-26608.8	0.280432	0.00245799	0.13984	9.72311	120.496	0.109208	7.3673	0.319571	0.215964	0.193172	0.271293
497600000	54486	-26603.6	81089.6	-26603.6	0.285737	0.00167194	0.104744	13.1282	94.7356	0.135063	5.36952	0.311928	0.217903	0.196759	0.27341
497800000	46942.5	-26604.7	73547.2	-26604.7	0.290065	0.00212004	0.111236	6.10674	114.709	0.142992	7.61684	0.322235	0.218471	0.193187	0.266107
498000000	142917	-26551.2	169469	-26551.2	0.287375	0.002506	0.0668917	9.82043	165.252	0.0500606	-1.30873	0.316853	0.214748	0.199148	0.269251
498200000	-37741.4	-26639.5	-11101.9	-26639.5	0.286904	0.00245342	0.407136	9.25616	157.043	0.0535658	4.99111	0.320342	0.205841	0.200438	0.273379
498400000	60352.6	-26579.1	86931.7	-26579.1	0.278339	0.00280193	0.101616	8.73175	172.273	0.0679399	6.10362	0.319937	0.218701	0.197481	0.263881
498600000	14907.5	-26598.8	41506.3	-26598.8	0.268092	0.00259356	0.145947	11.5227	141.107	0.104208	11.6414	0.323332	0.208081	0.196679	0.271908
498800000	-24867	-26612.2	1745.28	-26612.2	0.306208	0.00300089	0.264407	10.1595	161.681	0.0490359	0.28926	0.318904	0.207929	0.200041	0.273126
499000000	-45894.4	-26652.7	-19241.6	-26652.7	0.280128	0.00262564	0.853086	7.64934	147.774	0.0752058	3.53626	0.317295	0.213169	0.202392	0.267144
499200000	-37974.4	-26644.3	-11330.1	-26644.3	0.298025	0.00228643	0.398717	12.131	134.261	0.0907878	7.07629	0.316293	0.218138	0.19561	0.269959
499400000	-45529.6	-26665.6	-18864	-26665.6	0.282837	0.00292225	0.8174	6.97404	172.543	0.0438632	-1.28359	0.323833	0.210603	0.197176	0.268388
499600000	-45941.7	-26649.4	-19292.3	-26649.4	0.272347	0.00221639	0.952442	13.4187	149.031	0.0659598	6.1436	0.31794	0.213323	0.199007	0.26973
499800000	-45937.5	-26656.2	-19281.3	-26656.2	0.275405	0.00286816	0.922886	9.40388	144.862	0.0770929	4.54193	0.319852	0.217147	0.191842	0.271159
500000000	-45257.5	-26656.4	-18601.2	-26656.4	0.319162	0.0026216	1.47156	7.51264	150.316	0.0623159	-2.4727	0.319066	0.219005	0.198798	0.263132
500200000	-44492.7	-26670.8	-17821.9	-26670.8	0.31863	0.0028707	1.7012	10.4551	151.955	0.0582524	3.41181	0.311888	0.210887	0.202648	0.274577
500400000	-39164.9	-26679.8	-12485.2	-26679.8	0.265832	0.00299464	4.06071	11.7424	142.891	0.0809409	6.58968	0.317111	0.209914	0.196442	0.276532
500600000	-46208.3	-26675.1	-19533.2	-26675.1	0.28886	0.00266598	0.985083	8.98523	145.17	0.0657164	1.41111	0.320009	0.219864	0.194222	0.265905
500800000	-44403.3	-26673	-17730.3	-26673	0.277676	0.0022309	1.75303	10.5564	143.773	0.0584575	2.86564	0.312664	0.212685	0.201847	0.272803
501000000	-42441.2	-26650.3	-15790.9	-26650.3	0.28691	0.00247657	0.527256	6.96252	168.453	0.0453295	-0.588348	0.316558	0.217345	0.19902	0.267077
501200000	-45015	-26653.4	-18361.6	-26653.4	0.26882	0.00224849	0.69962	11.5972	133.987	0.103971	5.26686	0.323166	0.214672	0.191571	0.270591
501400000	-45678.6	-26660.9	-19017.7	-26660.9	0.282347	0.00265179	0.784614	7.98757	153.952	0.0765014	4.44536	0.315096	0.215917	0.199696	0.269291
501600000	-40190.2	-26661.1	-13529	-26661.1	0.342846	0.00230223	0.454428	6.20374	132.015	0.0946117	0.690645	0.320092	0.215465	0.19578	0.268663
501800000	-45748	-26658.6	-19089.4	-26658.6	0.320834	0.00298696	0.831461	8.07547	154.822	0.0667812	2.29936	0.318901	0.211177	0.19857	0.271352
502000000	-43854.8	-26677.4	-17177.4	-26677.4	0.423776	0.00141261	0.591175	8.50884	124.841	0.0720066	-2.91623	0.316787	0.215452	0.194964	0.272796
