# Produced by delphy version 0.99 (build 2020, commit 8e1dda4)
# Invocation: ../delphy <DASH-DASH>v0-in-fasta delphy_inputs/ebola.fasta <DASH-DASH>v0-init-heuristic <DASH-DASH>v0-steps 1000000000 <DASH-DASH>v0-out-log-file delphy_outputs_alpha/ebola_delphy_alpha.log <DASH-DASH>v0-log-every 200000 <DASH-DASH>v0-out-trees-file delphy_outputs_alpha/ebola_delphy_alpha.trees <DASH-DASH>v0-tree-every 1000000 <DASH-DASH>v0-site-rate-heterogeneity <DASH-DASH>v0-out-beast-xml beast2_run_alpha/ebola_alpha.xml
Sample	posterior_for_Delphy	likelihood_really_logG	prior	treeLikelihood_really_logG	TreeHeight	clockRate	gammaShape	kappa	CoalescentExponential	ePopSize	growthRate	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	
502200000	-40323.6	-26686	-13637.5	-26686	0.272967	0.00262898	3.38892	12.6612	135.137	0.08421	4.75564	0.318793	0.211078	0.196742	0.273386
502400000	-45352.5	-26660.4	-18692.1	-26660.4	0.271574	0.00312621	1.38243	9.75535	155.093	0.0703646	6.24835	0.314284	0.218468	0.196654	0.270594
502600000	-44693.3	-26668.3	-18025	-26668.3	0.262051	0.00255972	1.60516	10.513	132.949	0.127075	8.95112	0.320638	0.214642	0.195966	0.268755
502800000	-43424.8	-26671.1	-16753.7	-26671.1	0.306988	0.00190696	2.09256	8.47049	120.755	0.056027	-3.08754	0.322307	0.214591	0.194418	0.268684
503000000	-39836.9	-26673.8	-13163.1	-26673.8	0.272361	0.00220418	3.67661	9.7851	144.312	0.0752359	6.63186	0.321649	0.21319	0.200995	0.264165
503200000	-45737.5	-26672.3	-19065.1	-26672.3	0.303292	0.00204516	1.20584	6.5875	124.662	0.112476	3.75308	0.326716	0.213293	0.197288	0.262703
503400000	-45827.7	-26688	-19139.8	-26688	0.282193	0.00219187	1.16679	7.60256	149.52	0.0634581	0.89768	0.318141	0.214074	0.198454	0.269331
503600000	-45012.8	-26639.3	-18373.5	-26639.3	0.270553	0.00284936	0.706162	7.57359	162.172	0.0511432	1.55323	0.321558	0.214668	0.198255	0.265519
503800000	-44199.2	-26644	-17555.2	-26644	0.284091	0.00265125	0.655364	10.943	153.321	0.0453307	0.369678	0.317934	0.219706	0.198532	0.263828
504000000	13551.8	-26619.7	40171.6	-26619.7	0.3131	0.00232616	0.149393	6.65102	107.547	0.0890863	0.888475	0.319788	0.216171	0.196648	0.267393
504200000	-45735.2	-26672.8	-19062.4	-26672.8	0.300959	0.00208633	0.82103	19.0529	125.426	0.0952963	1.76799	0.321715	0.210963	0.200746	0.266575
504400000	-45938.9	-26657.4	-19281.5	-26657.4	0.264482	0.00323429	0.957011	11.308	147.091	0.118829	12.9034	0.326667	0.213279	0.199289	0.260764
504600000	-45750	-26661.5	-19088.4	-26661.5	0.274123	0.00353851	1.24095	6.30184	160.863	0.0606862	3.30508	0.315456	0.216609	0.195747	0.272189
504800000	-41907.6	-26652.1	-15255.5	-26652.1	0.302563	0.00215762	0.513696	13.0199	118.145	0.119023	9.58814	0.316082	0.217646	0.200788	0.265483
505000000	-43490.3	-26681.8	-16808.5	-26681.8	0.323468	0.00157123	2.13518	5.30687	124.915	0.0723457	0.150589	0.315393	0.212495	0.201359	0.270753
505200000	-45737	-26679.2	-19057.8	-26679.2	0.301629	0.00144477	0.749312	8.67283	79.4098	0.152256	6.3114	0.317216	0.218609	0.19664	0.267535
505400000	-45240.7	-26654.2	-18586.5	-26654.2	0.259372	0.00304218	0.698644	8.79929	143.406	0.0986366	8.76418	0.324221	0.211318	0.198332	0.266128
505600000	-46108.7	-26664.3	-19444.4	-26664.3	0.274515	0.00282279	0.879496	8.45572	137.477	0.0825885	3.37409	0.319955	0.210222	0.200524	0.269299
505800000	-45038.5	-26673.5	-18365	-26673.5	0.294063	0.00203454	1.53371	12.2166	114.522	0.130756	9.17493	0.32373	0.216552	0.194618	0.2651
506000000	-39707.6	-26681.3	-13026.2	-26681.3	0.275696	0.00262829	3.67966	4.20502	147.995	0.0748566	8.25735	0.314511	0.218285	0.201869	0.265335
506200000	-45339.2	-26670.8	-18668.4	-26670.8	0.283574	0.00253305	0.807694	6.67637	132.653	0.0842033	3.13807	0.316786	0.2134	0.197808	0.272006
506400000	-40497.4	-26683.3	-13814.1	-26683.3	0.290157	0.00172358	3.25962	12.3522	121.479	0.0831962	0.885934	0.321834	0.213027	0.193808	0.271331
506600000	-41336.4	-26688.8	-14647.6	-26688.8	0.257933	0.00208721	3.00412	7.32622	117.121	0.166026	13.144	0.317494	0.216671	0.194918	0.270917
506800000	-40065.3	-26662	-13403.2	-26662	0.311547	0.00216433	0.456921	5.84842	127.561	0.0752964	2.1208	0.320345	0.215344	0.196344	0.267967
507000000	-45785.6	-26671.6	-19114	-26671.6	0.302824	0.0026985	1.18956	5.0675	125.121	0.0763258	-2.44303	0.320328	0.21415	0.196668	0.268854
507200000	-45944.6	-26662.7	-19281.9	-26662.7	0.271789	0.00241536	1.08261	8.55329	135.874	0.0913056	7.20597	0.316259	0.216421	0.196547	0.270773
507400000	-42031.3	-26673.8	-15357.6	-26673.8	0.282265	0.00176456	0.50211	20.0156	110.507	0.117128	9.46435	0.325232	0.209447	0.196963	0.268357
507600000	-604.306	-26609.7	26005.4	-26609.7	0.273037	0.00220967	0.176606	12.4668	123.863	0.137708	11.2281	0.325015	0.21309	0.193024	0.26887
507800000	14806.2	-26617.3	41423.5	-26617.3	0.301209	0.00211734	0.14571	4.27606	150.632	0.0589757	-1.00711	0.318148	0.213659	0.199528	0.268665
508000000	33836.6	-26594.4	60431	-26594.4	0.292623	0.00246388	0.123774	6.21559	110.896	0.140612	6.26409	0.320911	0.21211	0.19364	0.27334
508200000	-35239.3	-26639	-8600.3	-26639	0.293524	0.00247502	0.353923	5.13758	115.456	0.113513	4.48103	0.321384	0.216072	0.200454	0.262089
508400000	26018.1	-26608.5	52626.6	-26608.5	0.280583	0.00178184	0.131549	6.49979	97.5324	0.138049	5.40078	0.319351	0.215721	0.195577	0.269351
508600000	-41780.9	-26672.8	-15108.1	-26672.8	0.26504	0.00246721	2.72424	7.26547	146.355	0.0901436	6.75181	0.314565	0.217913	0.201967	0.265554
508800000	-40098.3	-26682.1	-13416.2	-26682.1	0.270588	0.00311408	3.45297	5.79897	133.499	0.106085	9.12097	0.322852	0.208058	0.201149	0.267941
509000000	-41671.3	-26694.6	-14976.7	-26694.6	0.316884	0.00191463	2.97627	6.6004	102.023	0.129951	5.03385	0.324105	0.209196	0.196211	0.270488
509200000	-43437.3	-26692.2	-16745.1	-26692.2	0.298876	0.00201428	2.0699	12.4126	104.867	0.126366	5.91706	0.311858	0.219963	0.197716	0.270463
509400000	-36860.9	-26702	-10158.9	-26702	0.358936	0.00147047	5.33356	8.51264	95.7908	0.118719	1.33584	0.322247	0.217955	0.199866	0.259932
509600000	-39247.4	-26690.5	-12556.9	-26690.5	0.320431	0.00199484	3.93242	12.9156	94.9985	0.116653	2.92474	0.323059	0.216591	0.193507	0.266844
509800000	-44259.1	-26682.1	-17577	-26682.1	0.265759	0.00215226	1.86637	16.9965	115.22	0.130273	8.8201	0.320891	0.219298	0.193395	0.266416
510000000	-45468.6	-26667	-18801.6	-26667	0.270435	0.00274693	1.37112	13.2153	147.019	0.0733523	4.87891	0.318503	0.216301	0.198518	0.266679
510200000	-46242.2	-26687.6	-19554.6	-26687.6	0.38777	0.00194645	1.00189	4.65505	113.311	0.098736	0.673723	0.324845	0.212025	0.196094	0.267036
510400000	-45481.3	-26663.3	-18818	-26663.3	0.264247	0.00215617	1.4076	6.90118	134.67	0.0874303	7.1202	0.320112	0.213991	0.197226	0.268671
510600000	-46032.7	-26672.5	-19360.2	-26672.5	0.292178	0.00142704	1.00324	9.74388	108.169	0.137873	5.49739	0.325216	0.217625	0.192777	0.264382
510800000	-44991.6	-26684	-18307.6	-26684	0.283137	0.00231617	1.59163	7.50417	136.228	0.0798646	4.14364	0.319517	0.21439	0.19905	0.267044
511000000	-44674	-26668.1	-18005.9	-26668.1	0.291235	0.00217141	1.65668	8.93407	136.102	0.0727227	-0.575062	0.314877	0.218066	0.194586	0.272471
511200000	-46067.7	-26670.9	-19396.8	-26670.9	0.282766	0.00258834	1.08138	11.0306	153.191	0.0339749	-3.17124	0.323233	0.212191	0.203938	0.260638
511400000	-40314.7	-26664	-13650.7	-26664	0.267725	0.00317889	3.42345	4.50181	182.489	0.0391486	5.8909	0.316777	0.218012	0.197016	0.268195
511600000	-38046.1	-26671.9	-11374.2	-26671.9	0.272598	0.00217219	4.43369	11.6908	134.445	0.082248	6.17551	0.317346	0.215332	0.201208	0.266114
511800000	-42234.5	-26688.9	-15545.6	-26688.9	0.30379	0.00182954	2.55258	9.83627	119.25	0.118522	4.72454	0.317425	0.219133	0.195561	0.267881
512000000	-41334.3	-26682.2	-14652.1	-26682.2	0.291645	0.00211207	3.05528	8.83721	107.353	0.0962755	3.47884	0.317484	0.211445	0.200185	0.270886
512200000	-45609.4	-26689.4	-18920	-26689.4	0.341856	0.00190312	0.846006	6.89159	88.7515	0.134428	1.67446	0.315347	0.216524	0.198796	0.269333
512400000	-42664.6	-26642	-16022.7	-26642	0.285989	0.00212084	0.54144	9.52283	123.067	0.121991	10.5861	0.319094	0.215171	0.200228	0.265507
512600000	-45295.9	-26677.1	-18618.8	-26677.1	0.309359	0.00188687	1.4662	9.03351	121.087	0.0825857	0.161214	0.317835	0.213984	0.202604	0.265577
512800000	-3096.57	-26611.3	23514.7	-26611.3	0.260428	0.00216572	0.180104	7.54046	120.062	0.140431	10.1829	0.319536	0.221279	0.193929	0.265256
513000000	-17876.4	-26645.3	8768.93	-26645.3	0.266444	0.00205602	0.231216	5.96617	113.851	0.118493	8.45734	0.310338	0.211825	0.208078	0.269758
513200000	-33650.3	-26661	-6989.34	-26661	0.302077	0.00166867	0.339982	8.11301	67.7963	0.224831	5.20037	0.317685	0.214943	0.198648	0.268724
513400000	-42868	-26658.2	-16209.7	-26658.2	0.281559	0.00178642	0.53629	5.40376	83.9403	0.149866	3.50068	0.31903	0.213462	0.193715	0.273792
513600000	-21244.6	-26642.3	5397.75	-26642.3	0.309938	0.00142028	0.244841	9.88954	105.001	0.0928769	-0.790493	0.313652	0.211518	0.201586	0.273244
513800000	-26739.7	-26632.2	-107.515	-26632.2	0.281544	0.00241301	0.280902	10.603	123.628	0.130537	10.3817	0.32266	0.20833	0.200437	0.268573
514000000	7293.6	-26605.5	33899.1	-26605.5	0.279992	0.00258605	0.160476	7.6393	138.925	0.0701718	4.31398	0.316513	0.215655	0.199444	0.268388
514200000	38908.7	-26593.5	65502.2	-26593.5	0.292534	0.00248467	0.118818	10.1503	148.406	0.0621425	2.62554	0.321519	0.215042	0.199572	0.263868
514400000	-27234.1	-26643.2	-590.885	-26643.2	0.2719	0.00264126	0.280171	12.2363	126.076	0.110736	8.99253	0.314686	0.213206	0.202672	0.269437
514600000	-10873.2	-26628	15754.8	-26628	0.296102	0.00204694	0.20205	12.0395	105.823	0.106866	3.2152	0.315696	0.216993	0.200647	0.266664
514800000	-34304	-26634.4	-7669.58	-26634.4	0.275233	0.00292473	0.349712	5.91033	134.911	0.0824113	7.35575	0.322937	0.211193	0.198263	0.267608
515000000	-44197.9	-26652.4	-17545.5	-26652.4	0.293484	0.002563	0.600248	8.48571	129.729	0.0750059	1.30491	0.31889	0.214692	0.194121	0.272298
515200000	-45636.5	-26676.2	-18960.3	-26676.2	0.28886	0.00226171	1.29332	10.2643	117.134	0.0868639	4.44169	0.320193	0.216852	0.196493	0.266463
515400000	-45695.3	-26667.4	-19027.9	-26667.4	0.290059	0.00255087	1.20172	6.59494	152.648	0.0730098	2.99124	0.321198	0.208354	0.197366	0.273082
515600000	-41996.7	-26671.2	-15325.5	-26671.2	0.282483	0.00272218	2.68021	9.92631	151.426	0.0651374	4.01499	0.319323	0.215368	0.195739	0.269569
515800000	-45853.2	-26650.2	-19203	-26650.2	0.265304	0.00386176	1.07716	8.4124	176.284	0.0575072	9.91783	0.313185	0.214735	0.201417	0.270663
516000000	-43665.7	-26678.5	-16987.3	-26678.5	0.324517	0.00220389	1.99353	8.80261	134.334	0.0828501	5.32531	0.313053	0.218816	0.203528	0.264602
516200000	-45989	-26655.1	-19333.9	-26655.1	0.288917	0.00245862	0.792492	13.5462	135.234	0.0754067	5.20336	0.324745	0.215459	0.201071	0.258725
516400000	-42312	-26669.1	-15643	-26669.1	0.30007	0.00248697	2.56046	7.04731	149.328	0.0508841	-0.594453	0.322869	0.215671	0.195114	0.266346
516600000	-41938.1	-26681.2	-15256.8	-26681.2	0.284029	0.00214389	2.72435	12.3637	123.551	0.0969871	8.30862	0.319083	0.213036	0.198125	0.269756
516800000	-45601.6	-26686.1	-18915.5	-26686.1	0.321384	0.00143588	1.29353	4.54714	122.968	0.0935589	1.27149	0.321781	0.217952	0.197627	0.262641
517000000	-46011.5	-26658.3	-19353.2	-26658.3	0.264906	0.00334091	0.992487	5.16411	155.258	0.0676467	6.24063	0.313263	0.216189	0.199325	0.271223
517200000	-45076.8	-26661.6	-18415.1	-26661.6	0.262754	0.00262828	0.732184	12.1536	105.941	0.125108	7.25983	0.317578	0.2161	0.199528	0.266794
517400000	-39339.9	-26662.2	-12677.7	-26662.2	0.304865	0.00182888	0.433838	6.25332	125.126	0.0834503	0.335772	0.317051	0.213381	0.201604	0.267963
517600000	-24479.9	-26651.5	2171.62	-26651.5	0.325422	0.00197582	0.263721	17.2576	108.007	0.113473	3.53761	0.317817	0.213262	0.200286	0.268635
517800000	-45024.9	-26674.8	-18350	-26674.8	0.322759	0.00253215	1.52391	10.4355	135.703	0.0710149	0.129106	0.318639	0.218774	0.191936	0.270651
518000000	-45622.1	-26656.2	-18966	-26656.2	0.286709	0.00285026	0.9016	11.6269	144.302	0.0787707	6.14104	0.323763	0.212223	0.192971	0.271043
518200000	-45811.2	-26660.5	-19150.6	-26660.5	0.328589	0.00228708	0.852269	10.9596	117.17	0.0859851	1.83878	0.318403	0.21124	0.200225	0.270133
518400000	-39934.6	-26660.7	-13273.9	-26660.7	0.27978	0.00363002	3.58537	16.5357	183.67	0.0443655	2.76589	0.318594	0.214056	0.199856	0.267494
518600000	-43422.7	-26651.5	-16771.2	-26651.5	0.263544	0.00354846	2.02921	3.36347	209.623	0.0246522	0.917893	0.317836	0.209081	0.201637	0.271445
518800000	-45565.6	-26672.1	-18893.5	-26672.1	0.287178	0.00302957	1.18036	7.48275	140.418	0.070159	-0.69026	0.317336	0.213089	0.195404	0.27417
519000000	-40755.2	-26671.6	-14083.6	-26671.6	0.288546	0.00262868	3.09155	8.86248	166.242	0.0496474	1.91934	0.325009	0.213346	0.192563	0.269082
519200000	-43975.8	-26679.4	-17296.4	-26679.4	0.306854	0.00184027	1.96683	6.50981	131.586	0.0929803	4.45699	0.31903	0.214974	0.201161	0.264834
519400000	-36670.4	-26666.7	-10003.6	-26666.7	0.259497	0.00243965	5.40661	7.55962	183.687	0.0510345	8.59601	0.315183	0.220742	0.197226	0.266849
519600000	-42520.8	-26660.3	-15860.5	-26660.3	0.289527	0.00203379	0.521572	13.1786	115.806	0.107199	3.8322	0.317013	0.220268	0.200262	0.262457
519800000	-40461.2	-26655.9	-13805.3	-26655.9	0.280508	0.0025109	0.462197	7.50271	127.316	0.0801921	5.19929	0.316293	0.215937	0.197323	0.270447
520000000	-40714.1	-26671	-14043.1	-26671	0.265059	0.00293967	0.463131	10.3374	120.203	0.144782	10.9542	0.321594	0.209547	0.202664	0.266195
520200000	-28815.7	-26623.1	-2192.66	-26623.1	0.295452	0.00247426	0.289682	5.46628	175.161	0.045427	-1.47512	0.318507	0.211036	0.19836	0.272097
520400000	-45343.1	-26653.9	-18689.2	-26653.9	0.265773	0.00234252	1.34594	12.0101	158.94	0.0766956	8.39155	0.320619	0.209463	0.197446	0.272473
520600000	-43214.4	-26664.3	-16550.1	-26664.3	0.267334	0.00292606	2.16671	11.1498	165.817	0.064962	7.76171	0.318341	0.219828	0.198098	0.263733
520800000	-43757.4	-26678	-17079.4	-26678	0.291712	0.00184049	2.03795	12.4136	120.895	0.116193	6.66945	0.313375	0.217023	0.198399	0.271204
521000000	-36125.7	-26679.1	-9446.58	-26679.1	0.307707	0.002687	5.84327	11.7973	147.048	0.0666892	3.68702	0.321424	0.211721	0.201837	0.265017
521200000	-31986.5	-26622.6	-5363.88	-26622.6	0.268229	0.00331224	0.314346	11.8849	156.442	0.0574902	0.369807	0.324472	0.211957	0.200581	0.26299
521400000	-39659.4	-26627.7	-13031.8	-26627.7	0.257617	0.0032315	0.443313	7.38124	183.37	0.0441212	9.47252	0.316164	0.213662	0.202764	0.26741
521600000	-44434.2	-26647.3	-17786.9	-26647.3	0.270577	0.0027718	0.664558	11.295	130.507	0.0715093	4.05398	0.317268	0.211246	0.198291	0.273196
521800000	-43675.6	-26662.3	-17013.3	-26662.3	0.271032	0.00267551	2.03684	6.84754	144.294	0.0767863	4.53396	0.320973	0.209288	0.199549	0.27019
522000000	-42842.6	-26675.4	-16167.2	-26675.4	0.314817	0.00222672	2.33001	7.93289	140.079	0.0490922	-2.4179	0.324692	0.216959	0.193801	0.264547
522200000	-42309.7	-26674	-15635.6	-26674	0.265139	0.00280314	2.54038	13.626	139.952	0.123667	13.7698	0.317829	0.211974	0.200618	0.269579
522400000	-42768.9	-26693.3	-16075.6	-26693.3	0.30487	0.00202503	2.3511	8.82355	112.401	0.135973	5.89661	0.321856	0.210082	0.203446	0.264616
522600000	-43555.8	-26671.1	-16884.7	-26671.1	0.295182	0.00227936	2.11304	7.68894	112.109	0.122769	7.56541	0.317544	0.216316	0.197357	0.268784
522800000	-40700.9	-26686.9	-14014	-26686.9	0.331678	0.00155318	3.29678	7.48366	156.205	0.047286	-1.64263	0.319978	0.210491	0.200367	0.269164
523000000	-45002.8	-26671.7	-18331.1	-26671.7	0.271939	0.00267393	1.57953	10.7392	131.986	0.10626	10.6574	0.319939	0.216912	0.197241	0.265908
523200000	-45042.8	-26647.1	-18395.7	-26647.1	0.267759	0.00300394	0.731087	6.4835	155.765	0.08102	9.85431	0.326551	0.211392	0.19536	0.266697
523400000	-32925.5	-26642	-6283.48	-26642	0.287212	0.00191105	0.327952	14.3014	141.934	0.0678263	1.138	0.322791	0.213697	0.194852	0.268661
523600000	111022	-26572.7	137595	-26572.7	0.266617	0.0014999	0.07727	10.5928	122.656	0.114465	10.4618	0.313882	0.207747	0.200252	0.278119
523800000	107585	-26563.7	134149	-26563.7	0.28125	0.00266724	0.0781168	12.8164	123.75	0.112734	5.55729	0.31922	0.218007	0.198906	0.263867
524000000	-10190.4	-26652.8	16462.4	-26652.8	0.286396	0.00168524	0.198465	8.03376	87.379	0.176526	9.10483	0.3157	0.209714	0.202801	0.271786
524200000	54545.9	-26622.7	81168.6	-26622.7	0.345861	0.00135941	0.106528	8.60145	48.8252	0.274423	4.2971	0.317462	0.217366	0.197778	0.267394
524400000	29442	-26602.9	56044.9	-26602.9	0.364599	0.00178146	0.127598	7.4203	110.793	0.132531	2.03942	0.31942	0.216541	0.195187	0.268852
524600000	241524	-26557.6	268081	-26557.6	0.260668	0.00233393	0.048288	7.47663	106.566	0.164723	15.7614	0.325105	0.213627	0.193744	0.267524
524800000	-13918.3	-26614.3	12695.9	-26614.3	0.269713	0.00224357	0.211752	6.65015	129.336	0.0996087	3.92012	0.315795	0.216079	0.197702	0.270423
525000000	8137.39	-26605.2	34742.6	-26605.2	0.26241	0.00273692	0.159246	13.3393	152.164	0.068293	7.02956	0.321289	0.213433	0.199685	0.265592
525200000	-45498.3	-26662.9	-18835.4	-26662.9	0.300745	0.00242909	0.744489	13.5075	123.255	0.0995064	3.64376	0.320293	0.21151	0.204612	0.263585
525400000	-43565.5	-26643.7	-16921.8	-26643.7	0.270545	0.00218196	0.578416	6.92433	125.848	0.103674	5.91194	0.316594	0.218553	0.195164	0.269688
525600000	-13071.6	-26606.2	13534.7	-26606.2	0.265717	0.00308052	0.212159	5.9904	164.787	0.0507534	2.17427	0.315129	0.215138	0.199839	0.269894
525800000	57709.5	-26588.4	84297.9	-26588.4	0.288913	0.00172383	0.103972	11.6144	96.4252	0.140729	4.1698	0.321802	0.212261	0.198642	0.267295
526000000	-46088.6	-26676.8	-19411.8	-26676.8	0.327941	0.00250064	0.926761	6.71969	97.8132	0.157568	4.36669	0.320568	0.211332	0.200872	0.267228
526200000	-31362.5	-26655.9	-4706.61	-26655.9	0.309175	0.00150732	0.312118	10.8977	121.786	0.0879577	2.16888	0.321065	0.208643	0.201379	0.268913
526400000	60934.4	-26575.1	87509.5	-26575.1	0.27693	0.00249047	0.102443	10.1879	127.658	0.110029	6.20861	0.317879	0.212384	0.20051	0.269228
526600000	-8276.88	-26617.9	18341.1	-26617.9	0.266839	0.00238511	0.194531	10.8562	139.163	0.0812506	6.72143	0.323264	0.213891	0.194627	0.268219
526800000	-31290.8	-26650.7	-4640.15	-26650.7	0.304766	0.00186672	0.315308	6.28026	102.299	0.124678	4.07834	0.313116	0.212082	0.202442	0.27236
527000000	-45577.7	-26664.3	-18913.4	-26664.3	0.287716	0.00199001	1.0524	9.34049	128.593	0.0753362	2.00276	0.317273	0.215281	0.199181	0.268265
527200000	-45552.2	-26682.2	-18870	-26682.2	0.293791	0.0019977	1.39003	6.8387	127.395	0.0856366	2.11476	0.318377	0.215273	0.194856	0.271494
527400000	-45851.6	-26643.4	-19208.2	-26643.4	0.270554	0.00226781	0.858028	14.5439	138.838	0.0832037	4.26177	0.314777	0.216351	0.20068	0.268192
527600000	-43046.9	-26661.7	-16385.2	-26661.7	0.329753	0.00202686	0.545151	8.80286	117.695	0.0825229	-1.02475	0.319243	0.2144	0.202166	0.264191
527800000	-44977.1	-26663.3	-18313.9	-26663.3	0.315468	0.00179797	0.684278	10.8156	90.6764	0.203211	8.35091	0.315227	0.208102	0.205568	0.271103
528000000	-43976.5	-26673.2	-17303.3	-26673.2	0.317035	0.00226141	1.86313	6.48203	128.464	0.0876399	3.33809	0.319911	0.211065	0.202483	0.266541
528200000	-42526.1	-26688.1	-15838	-26688.1	0.266018	0.00194888	2.50496	9.90734	110.051	0.139323	5.1424	0.319138	0.219446	0.19786	0.263556
528400000	-36896.8	-26684.8	-10212.1	-26684.8	0.292583	0.00201109	5.25883	10.4019	131.2	0.0909952	4.63691	0.322567	0.215809	0.198935	0.262688
528600000	-43333.4	-26676.5	-16656.9	-26676.5	0.283894	0.00235702	2.17371	11.1654	110.1	0.126313	5.08445	0.31286	0.216538	0.202343	0.268259
528800000	-30035.9	-26630.4	-3405.58	-26630.4	0.271125	0.00224548	0.298818	11.1562	118.979	0.109259	4.83523	0.312327	0.220706	0.195409	0.271558
529000000	-16326.7	-26625.6	10298.9	-26625.6	0.270905	0.002434	0.22175	17.9846	134.439	0.0861744	11.7098	0.315227	0.213698	0.197505	0.27357
529200000	56229.5	-26577.3	82806.8	-26577.3	0.272136	0.00304006	0.104675	5.37773	133.716	0.0937883	6.4647	0.324459	0.214232	0.19225	0.269059
529400000	103298	-26559.3	129857	-26559.3	0.272562	0.00203543	0.0798433	12.2091	145.226	0.0920148	7.444	0.323562	0.209354	0.200132	0.266952
529600000	-40949.9	-26663.5	-14286.4	-26663.5	0.287644	0.00204398	0.471476	6.39204	121.922	0.0776782	4.68324	0.314746	0.214733	0.199992	0.270528
529800000	-44985.7	-26653.1	-18332.6	-26653.1	0.275316	0.00225468	0.674909	10.859	131.579	0.0889359	6.27405	0.319252	0.214258	0.204716	0.261774
530000000	-42000.6	-26647	-15353.6	-26647	0.268215	0.00279325	0.502316	8.83509	147.044	0.0717307	6.10329	0.316672	0.210981	0.200813	0.271534
530200000	-45160.9	-26651.2	-18509.7	-26651.2	0.259007	0.00274786	0.750073	4.04423	156.778	0.0542687	7.0985	0.322084	0.216528	0.200218	0.261171
530400000	-35399.4	-26645.8	-8753.62	-26645.8	0.281412	0.00253557	0.361225	8.96254	132.446	0.0894335	0.915432	0.319108	0.213044	0.202827	0.265021
530600000	-41864.9	-26652.6	-15212.3	-26652.6	0.276651	0.00223111	0.480323	9.47848	110.513	0.110755	6.92689	0.320289	0.210597	0.199038	0.270076
530800000	-45170.9	-26680.4	-18490.5	-26680.4	0.307309	0.00138295	0.738496	7.97768	80.9512	0.145045	3.06557	0.314895	0.210332	0.200893	0.27388
531000000	-42168.1	-26647.1	-15521	-26647.1	0.286047	0.0026103	0.512685	10.0587	148.841	0.0678047	2.64093	0.314364	0.222396	0.197328	0.265913
531200000	-35791.8	-26663.3	-9128.5	-26663.3	0.26521	0.00302432	0.359848	8.22384	130.319	0.101854	8.10045	0.329045	0.210941	0.198	0.262015
531400000	32464	-26601.1	59065.1	-26601.1	0.273435	0.00228482	0.123514	2.74468	134.533	0.0811426	3.25165	0.319544	0.216091	0.195131	0.269234
531600000	-42880.5	-26646.6	-16233.9	-26646.6	0.281106	0.00264381	0.566118	6.73355	147.082	0.0574462	-1.23191	0.322396	0.213009	0.194893	0.269702
531800000	-45928.2	-26662.9	-19265.3	-26662.9	0.265449	0.00233178	1.09414	6.8385	127.577	0.132498	12.1668	0.311967	0.219944	0.198325	0.269763
532000000	-42812.9	-26658.7	-16154.2	-26658.7	0.314235	0.00187844	0.517921	15.8426	88.5913	0.119105	3.77769	0.322638	0.216097	0.190283	0.270982
532200000	-45784.2	-26660.2	-19124	-26660.2	0.281576	0.00227229	0.87756	22.6496	122.545	0.109507	2.0471	0.319068	0.215324	0.196583	0.269025
532400000	-45832	-26673.5	-19158.5	-26673.5	0.262438	0.00217796	1.14711	6.75076	118.46	0.1575	13.1906	0.320098	0.211201	0.202178	0.266523
532600000	-43503.8	-26660.3	-16843.5	-26660.3	0.304052	0.00221978	0.570959	5.26449	118.919	0.0865953	3.33334	0.317685	0.214889	0.196827	0.270599
